Словоформа,Частота_ipm,Капитализация
тревогой,8.4,lower
тревогу,10.2,lower
тревожно,10.8,lower
трем,8.8,lower
тремя,22.0,lower
тренер,11.8,lower
тренера,8.0,lower
тренировки,9.3,lower
треск,6.1,lower
треском,6.1,lower
трети,12.4,lower
третий,71.1,lower
Третий,17.4,upper
треть,13.9,lower
третье,17.4,lower
Третье,5.1,upper
третьего,38.8,lower
Третьего,5.1,upper
третьей,26.2,lower
третьем,25.8,lower
третьему,5.6,lower
третьи,6.9,lower
третьим,9.5,lower
третьих,7.0,lower
третью,11.9,lower
третья,18.5,lower
Третья,7.8,upper
трех,135.1,lower
трехсот,5.6,lower
трещины,5.7,lower
три,420.7,lower
Три,41.7,upper
трибуну,5.2,lower
трибуны,7.8,lower
тридцати,23.1,lower
тридцатых,6.6,lower
тридцать,75.1,lower
Тридцать,7.4,upper
трижды,14.5,lower
тринадцать,7.8,lower
триста,17.2,lower
трогательно,5.2,lower
трогать,8.8,lower
трое,40.1,lower
Трое,5.7,upper
троих,14.4,lower
тронул,7.3,lower
тронулся,5.4,lower
тропинке,5.5,lower
тротуара,5.0,lower
труб,16.9,lower
труба,8.2,lower
трубе,6.9,lower
трубка,5.4,lower
трубке,9.9,lower
трубки,8.8,lower
трубку,66.5,lower
трубопроводов,5.2,lower
трубу,10.3,lower
трубы,26.3,lower
труд,40.7,lower
труда,116.3,lower
труде,7.8,lower
трудиться,7.5,lower
труднее,18.2,lower
трудно,140.8,lower
Трудно,23.2,upper
трудное,8.1,lower
трудной,5.3,lower
трудностей,8.6,lower
трудности,24.1,lower
трудностями,5.1,lower
трудные,7.8,lower
трудный,7.2,lower
трудных,5.3,lower
трудов,10.3,lower
трудового,10.0,lower
трудовой,14.7,lower
трудовых,11.8,lower
трудом,69.8,lower
труду,9.3,lower
труды,11.8,lower
трудящихся,10.9,lower
труп,14.8,lower
трупа,5.2,lower
трупов,5.9,lower
труппы,5.4,lower
трупы,7.3,lower
трусах,5.5,lower
трусы,6.9,lower
тряпки,5.3,lower
тряпкой,5.7,lower
ту,125.0,lower
Ту,8.7,upper
туалет,14.7,lower
туалета,5.7,lower
туалете,6.2,lower
туго,11.2,lower
туда,177.4,lower
Туда,14.3,upper
туда-сюда,9.9,lower
Тулин,5.6,upper
туман,16.9,lower
тумана,6.9,lower
тумане,9.5,lower
тупик,9.5,lower
тупо,10.4,lower
тупой,5.9,lower
тур,6.2,lower
тура,5.2,lower
Тургенева,5.0,upper
туристов,10.9,lower
туристы,5.1,lower
турки,5.0,lower
турнир,7.6,lower
турнира,7.4,lower
Турции,10.3,upper
тут,714.9,lower
Тут,165.4,upper
тут-то,13.1,lower
туфли,13.3,lower
тучи,9.9,lower
тщательно,41.8,lower
тщетно,6.4,lower
ты,1332.3,lower
Ты,554.3,upper
тыл,6.0,lower
тыла,5.1,lower
тылу,7.2,lower
тыс,96.1,lower
тысяч,185.9,lower
тысяча,11.3,lower
тысячами,5.5,lower
тысячелетия,7.2,lower
тысячи,78.3,lower
тысячу,21.9,lower
тьма,9.3,lower
тьме,9.6,lower
тьму,6.8,lower
тьмы,8.4,lower
Тьфу,6.8,upper
тюрьма,6.5,lower
тюрьме,22.8,lower
тюрьму,16.3,lower
тюрьмы,19.1,lower
тяга,5.3,lower
тяжелая,12.4,lower
тяжелее,7.1,lower
тяжело,66.0,lower
Тяжело,5.3,upper
тяжелого,7.8,lower
тяжелое,12.7,lower
тяжелой,17.1,lower
тяжелую,9.7,lower
тяжелые,21.3,lower
тяжелый,20.6,lower
тяжелым,14.2,lower
тяжелыми,7.2,lower
тяжелых,15.4,lower
тяжести,14.7,lower
тяжесть,12.5,lower
тяжестью,7.4,lower
тяжкие,5.3,lower
тяжко,7.1,lower
тянет,20.6,lower
тянется,8.5,lower
тянул,8.8,lower
тянулась,5.5,lower
тянулись,7.7,lower
тянуло,8.7,lower
тянулся,5.3,lower
тянутся,5.2,lower
тянуть,9.2,lower
у,3553.3,lower
У,773.0,upper
убедились,5.7,lower
убедился,11.9,lower
убедительно,12.4,lower
убедить,16.8,lower
убедиться,15.8,lower
убежал,7.4,lower
убежала,5.2,lower
убежать,5.6,lower
убеждал,5.4,lower
убежден,15.4,lower
убеждение,5.7,lower
убеждению,6.1,lower
убеждения,7.6,lower
убеждены,6.1,lower
убивает,6.9,lower
убивали,5.6,lower
убивать,14.3,lower
убивают,8.2,lower
убийств,5.1,lower
убийства,20.2,lower
убийстве,7.8,lower
убийство,20.3,lower
убийц,6.0,lower
убийца,8.4,lower
убийцы,6.9,lower
убил,19.7,lower
убили,22.5,lower
убирать,6.4,lower
убит,12.5,lower
убитого,6.9,lower
убитых,8.0,lower
убить,28.3,lower
убрал,6.4,lower
убрали,5.1,lower
убрать,14.9,lower
убытки,8.4,lower
убытков,6.3,lower
убьет,5.4,lower
убью,5.5,lower
убьют,6.9,lower
Уважаемые,5.0,upper
уважаемый,8.8,lower
Уважаемый,6.1,upper
уважал,5.1,lower
уважать,7.9,lower
уважаю,5.3,lower
уважение,14.4,lower
уважением,17.7,lower
уважения,13.6,lower
уважительно,5.1,lower
УВД,7.0,upper
увезли,8.7,lower
увеличение,25.3,lower
увеличением,7.7,lower
увеличении,7.4,lower
увеличению,7.5,lower
увеличения,18.7,lower
увеличивает,6.2,lower
увеличивается,11.9,lower
увеличилась,5.6,lower
увеличилось,6.0,lower
увеличился,5.8,lower
увеличить,21.4,lower
уверен,58.1,lower
Уверен,6.6,upper
уверена,17.4,lower
уверенно,28.2,lower
уверенности,13.8,lower
уверенность,21.0,lower
уверенностью,10.5,lower
уверенный,5.2,lower
уверенным,5.0,lower
уверены,20.9,lower
уверял,5.4,lower
увидев,29.0,lower
Увидев,14.7,upper
увидел,160.4,lower
увидела,49.1,lower
увидели,33.9,lower
увидеть,75.3,lower
увидим,9.1,lower
увидит,14.2,lower
увидите,11.3,lower
увидишь,15.0,lower
увидят,6.5,lower
увижу,8.9,lower
увлекся,6.5,lower
увлечение,7.0,lower
увы,31.7,lower
Увы,22.5,upper
угадал,5.5,lower
угадать,6.8,lower
угла,22.1,lower
углам,8.1,lower
углах,5.3,lower
углов,5.4,lower
углом,16.8,lower
углу,51.1,lower
углы,8.1,lower
угля,12.6,lower
уговаривал,5.6,lower
уговаривать,5.5,lower
уговорить,6.1,lower
угодить,5.6,lower
угодно,65.9,lower
угол,45.4,lower
уголке,6.6,lower
уголовного,20.7,lower
уголовное,13.8,lower
уголовной,7.3,lower
уголовных,7.6,lower
уголок,9.2,lower
уголь,8.0,lower
угрожает,5.6,lower
угрожающе,5.4,lower
угроз,6.9,lower
угроза,13.2,lower
угрозой,12.3,lower
угрозу,12.6,lower
угрозы,17.5,lower
угрюмо,8.2,lower
Угу,21.8,upper
удавалось,24.4,lower
удается,25.1,lower
удаления,5.3,lower
удалился,5.8,lower
удалось,141.9,lower
удар,51.2,lower
Удар,5.0,upper
удара,28.0,lower
ударами,6.1,lower
ударил,25.3,lower
ударила,7.5,lower
ударили,6.4,lower
ударить,8.0,lower
ударов,17.5,lower
ударом,13.2,lower
удары,16.8,lower
удастся,32.8,lower
удача,8.6,lower
удачи,14.7,lower
Удачи,5.0,upper
удачно,19.7,lower
удельный,5.0,lower
уделяется,5.6,lower
удержался,9.6,lower
удержать,14.1,lower
удержаться,9.0,lower
удерживать,5.2,lower
удивилась,20.6,lower
удивило,6.2,lower
удивился,51.8,lower
удивительная,5.0,lower
удивительно,34.3,lower
Удивительно,10.0,upper
удивительного,8.3,lower
удивительное,8.6,lower
удивительной,6.6,lower
удивительные,5.1,lower
удивительный,6.0,lower
удивительным,6.0,lower
удивлен,6.4,lower
удивление,16.9,lower
удивлением,19.2,lower
удивлению,8.1,lower
удивления,10.0,lower
удивленно,19.0,lower
удивляет,5.4,lower
удивляется,5.2,lower
удивлялся,7.4,lower
удивляться,11.4,lower
удобнее,10.4,lower
удобно,24.7,lower
удобный,5.6,lower
удобства,6.8,lower
удовлетворение,10.6,lower
удовлетворением,5.4,lower
удовлетворения,13.7,lower
удовлетворенно,6.3,lower
удовлетворить,7.2,lower
удовольствие,35.8,lower
удовольствием,49.2,lower
удовольствия,20.7,lower
удостоверение,8.4,lower
уезжает,6.6,lower
уезжал,6.9,lower
уезжать,9.6,lower
уехал,37.9,lower
уехала,18.0,lower
уехали,15.5,lower
уехать,19.8,lower
уж,412.0,lower
Уж,39.2,upper
ужас,31.9,lower
Ужас,6.9,upper
ужаса,15.6,lower
ужасе,11.3,lower
ужасно,30.5,lower
ужасное,6.7,lower
ужасом,18.2,lower
уже,2068.2,lower
Уже,114.3,upper
ужин,17.4,lower
ужина,7.8,lower
ужином,5.0,lower
узел,11.4,lower
узкая,7.1,lower
узкие,9.9,lower
узкий,10.6,lower
узким,6.4,lower
узких,6.9,lower
узкой,14.3,lower
узком,8.0,lower
узкую,5.7,lower
узла,5.1,lower
узлов,9.6,lower
узлы,8.6,lower
узнав,16.2,lower
Узнав,7.5,upper
узнавал,6.5,lower
узнавать,6.1,lower
узнаем,7.4,lower
узнает,18.1,lower
узнаете,5.6,lower
узнаешь,8.7,lower
узнал,77.5,lower
узнала,27.8,lower
узнали,25.8,lower
узнать,68.4,lower
узнаю,12.4,lower
узнают,9.5,lower
уйдет,17.4,lower
уйду,8.5,lower
уйдут,5.7,lower
уйти,54.1,lower
УК,12.2,upper
указ,10.8,lower
Указ,10.4,upper
указал,18.7,lower
указание,11.9,lower
указанием,8.0,lower
указаний,5.8,lower
указанию,5.1,lower
указания,15.5,lower
указанного,8.7,lower
указанной,6.8,lower
указанные,9.7,lower
указанным,5.8,lower
указанных,23.5,lower
указано,9.1,lower
указаны,5.2,lower
указать,9.6,lower
указывает,16.2,lower
указывается,5.3,lower
указывал,6.3,lower
указывают,7.5,lower
указывая,8.0,lower
укол,6.4,lower
укоризненно,5.6,lower
украдкой,5.9,lower
Украина,11.3,upper
Украине,17.9,upper
Украину,5.6,upper
Украины,28.5,upper
украл,7.3,lower
украли,7.1,lower
украшения,6.6,lower
укрепить,6.1,lower
укрепление,9.1,lower
укреплению,6.1,lower
укрепления,12.1,lower
ул,23.4,lower
улетел,5.4,lower
улиц,12.6,lower
улица,17.5,lower
улицам,19.6,lower
улицах,20.3,lower
улице,117.4,lower
улицу,64.1,lower
улицы,49.8,lower
уловил,6.4,lower
уловить,5.9,lower
уложить,5.2,lower
улучшение,8.5,lower
улучшению,5.7,lower
улучшения,11.3,lower
улучшить,9.2,lower
улыбается,18.1,lower
улыбалась,10.3,lower
улыбались,5.5,lower
улыбался,20.5,lower
улыбаться,8.9,lower
улыбаясь,26.8,lower
улыбка,19.6,lower
улыбке,7.1,lower
улыбки,12.0,lower
улыбкой,38.4,lower
улыбку,12.7,lower
улыбнулась,32.8,lower
улыбнулся,67.7,lower
улыбнуться,5.7,lower
ум,28.0,lower
ума,70.5,lower
уме,15.9,lower
умеем,5.5,lower
умеет,31.9,lower
умеешь,8.1,lower
умел,32.6,lower
умела,11.0,lower
умели,9.5,lower
умело,12.5,lower
умение,18.6,lower
умения,6.4,lower
уменьшается,8.0,lower
уменьшение,7.5,lower
уменьшения,6.6,lower
уменьшить,8.4,lower
умер,68.1,lower
Умер,5.7,upper
умереть,24.1,lower
